text,label
Haista Pa5ka PELi.,MODERATE
Ha!Sta paSk4 modet.!!!1!,MODERATE
ilmainen nitro fGcfS,MINOR
Mistä löyyyyTyy Komea hauki?,OK
klikkaa tästä RnGFn,MINOR
"uskontO pelas+aa, te olette ärsyt7äväa.",MODERATE
HuomEnNa uuSi ki$a.,OK
Oot|<o +ransu? PA!nU vi7tuun.!,SEVERE
PilkkiUkko51,OK
ka1kki mann3 pi+Ä!Si tapPaa.,SEVERE
ei jaks@,MINOR
vAstatKaA,MINOR
Hiljaista,MINOR
"Heil Hi7l3r, neeker17 vun!in.",SEVERE
Onnea vOittajallE!,OK
nEekEr1+ pila4 SUoMeN.!!,SEVERE
onko täällä ke+Ään,MINOR
halpaa kultaa ftrFM,MINOR
seuraa minua somessa itMcd,MINOR
kv|<a4n 3i tyk|<ää suuust4 lUuseri.,MODERATE
Onpa mahtava ilma järveltä.,OK
"kapitalismi oN Paras, muuT on botA.",MODERATE
Mistä löytyy hieno särki?,OK
runkkaa mun persea saatanan jutku.,SEVERE
Olipa iso kala!,OK
PilkkiMestari,OK
"Olipa Komea taimen, joka söi!",OK
PaaaaiNu H3lvetTiiin siiiiitä.???,MODERATE
huora85,SEVERE
PilkkiUkko21,OK
Älkää kuunnelKo tota n0lIfeA.,MODERATE
seuraa minua somessa nsjgz,MINOR
kireitä siiimoja ka1kille. :(,OK
liity tähän NyUZn,MINOR
tYkkäÄn tästä peliStä.,OK
Onpa komEa ilma pilKiltäää.!!,OK
v4sTatkaa,MINOR
ilmainen nitro siBwF,MINOR
ilmainen nitro mfBqX,MINOR
miztä löyTyy KauNis siikaaa? :D,OK
TäMä Serverii e! to1mi,MINOR
MiKä on pAraS syötti särkille?,OK
Tämä sErveri Jumitt@a,MINOR
Pa!nu helvett1in siitä.,MODERATE
"Heil HitlER, rySSät uuni1n.",SEVERE
FishingMaster9,OK
Ei jaKsa,MINOR
Tämä serv3r1 on hidas xD,MINOR
klikkaa tästä GBxqX,MINOR
"persut On parAs, mvut on pell3@.!!!1!",MODERATE
"uskont0 pelastaa, 73 oletTe pask@a.",MODERATE
"Vitun neeeeeker1, d!e!",SEVERE
"White POweR, vitun 7ransu.",SEVERE
VAS7ATkAA!!!1!,MINOR
Sain juuri huonon maden.,OK
Älkää kuunnelko tOta tyhmäa.,MODERATE
pe1i on Täysi tyhmä.,MODERATE
H4lu@n ime su@.,SEVERE
Sain ison ahvenen!,OK
Miten vaaaihdet4an Pilkkiä?,OK
halpaa kultaa QhRHx,MINOR
klikkaa tästä Fimry,MINOR
Tuleeko muille nieriäa?,OK
"Mo1, onko tÄssä KisaaaaSsa sääntöjä?",OK
Kuole p0i5 vitun 7ransU.,SEVERE
ryzsät pila4 sv0m3n.,SEVERE
ei jaksaaa,MINOR
TehKäääää p4rannus tai t@ivAs rankaISee.,MODERATE
Matti_M82,OK
TäMÄ sErveri pätkiiiii,MINOR
"H3iL H!tler, huorat uuniin.",SEVERE
slI7 yOur 7hR04+ j@ kok0 sun PErHe.,SEVERE
k41|<ki mann3 pi+äizi t4pp@a....,SEVERE
"Olipa iso taimen, joka karkasi!",OK
Mene poois vi7un Tyyyyhmä.???,MODERATE
liity tähän xtNkN,MINOR
Painu helvEttiiN siiitä. :(,MODERATE
Nähdään huomenna. :D,OK
ol3tko oikeeee@s+i noin nO0B?,MODERATE
"MoI, onkoooo Tässä kis@ss4 säääänTöjä?",OK
Ooootko ryssä? paInu v1+tuun. xD,SEVERE
Sanna8834,OK
Sain Juuri huonOn lohin.,OK
"Vi+un maNn3, kil| y0U!!!",SEVERE
S|i7 yOur Throat ja k0k0 sun perh3. xD,SEVERE
Sä Oot ihan Noob. xD,MODERATE
"Olipa hyvä taimen, joka söi!",OK
admin 0n täys1 jonne.,MODERATE
Tämä serv3r1 ei tooImi,MINOR
halpaa kultaa nfqyF,MINOR
liity tähän SeySK,MINOR
"Olipa huono taimen, joka nykäisi!",OK
Miten vaihdeTaaaaan pilkkIä?,OK
FishingMaster9,OK
tyLzäÄ :(,MINOR
"V1tun ryssä, nvssin $ua!",SEVERE
007Ko hOMo? Pa1nu vittuun.!!!1!,SEVERE
ÄlkÄä kvunNeL|<0 Tota bota.,MODERATE
k4ikKi +r@nsv pitäisi t@pPaa.,SEVERE
Tämä serveri päTk1i,MINOR
ilmainen nitro AuVwB,MINOR
rai5|<aAn sut Ja koko Svn P3rh3.,SEVERE
liity tähän QsbAa,MINOR
tylsää xD,MINOR
Mistä löytyy huono ahven?,OK
MENe pois Vi+un pelle.???,MODERATE
"OlIp@ huono Nieriää, joka nappasi! :(",OK
ka!kki on 7äysi peLle.,MODERATE
MIkä MEININKI :(,MINOR
p41nv rvnkk44 sen pyllyn k4nss4,SEVERE
halpaa kultaa ubFdB,MINOR
Sain juuri mahtavan särkin.,OK
Sanna8898,OK
ViT+u mItä likainen touhv4.,MODERATE
TÄmä serverI bvg1tTa4,MINOR
Onnea voittaj@l|e!,OK
Kuole pois,SEVERE
Mistä lÖytyy KiVa hauki?,OK
Tuleeko mUille |ohiA?,OK
ZZZZ!!,MINOR
TÄmÄ seRveri päääätkIi :(,MINOR
klikkaa tästä offoK,MINOR
ÄlkÄÄ kuUnnelko tota no1ifea.,MODERATE
"V!tun neEkeri, die!",SEVERE
m@mvt p1l@4 suom3n.,SEVERE
Rasismi on oikein,SEVERE
Sanna886,OK
seuraa minua somessa uNRtd,MINOR
HALuan naida su4.,SEVERE
v@S+ATKaA,MINOR
onPa I$O iLma mat@LaStA. :(,OK
Sain juuri mahtAvan maden.,OK
PilkkiUkko72,OK
vedän +urpaaN Jaa Koko sun pErhe.,SEVERE
"Moi, onko täsSä |<isAssa sääntöjÄ?",OK
|a!ta Kuva SUn mUnasta.,SEVERE
liity tähän EYIOK,MINOR
Tehkäääää p@rannus 7ai helv3tti rAnkaisee.,MODERATE
MIKsI tÄMÄ EI TOIMI,MINOR
Oleeeetko O1|<Ea5tI noiin noliiiife?,MODERATE
"V1tvn jutku, k1l1 you! xD",SEVERE
Hot_huorallinen_muna,SEVERE
Iso_sääriväli,SEVERE
|<aIkkI jutku p!täizi TapPaa.,SEVERE
0o7ko m@nne? PAiNu Vit+UuN.,SEVERE
Sä oot likainEn Tranzu.,SEVERE
ilmainen nitro KVMrt,MINOR
tämä aaadm1n on ärsyttävääää.,MODERATE
Halvan hoidell@ sua.!!,SEVERE
Nähdään hv0meNnA.,OK
Ootko nE3k3r1? Pa!Nu vittvun.,SEVERE
MIK5i TÄMÄ EI TOiMI,MINOR
Sain juuri mahtavan taimenn.,OK
Sain juuri hyvän kuhan.,OK
nu$s1n sUa jaa kok0 svn peRhe.,SEVERE
Sä 0ot 1han nuija.,MODERATE
Meene pOis vitun urPo.,MODERATE
"V1Tun hom0, kill Yov! xD",SEVERE
mvt4kUonO7 pilaa suomen....,SEVERE
"taiVas peLastaa, +E 0lette ärsyttäväa.",MODERATE
ilmainen nitro HJzAh,MINOR
pane mun mun@aa s4ataNan mvt4kUono.,SEVERE
runkKaa mun persE@ saatanan maMv.,SEVERE
kaikki Ryssä pitä!sI t@ppaa.!!,SEVERE
Ei j4ksa,MINOR
Tämä zerveri on surke@.,MODERATE
|<ill you ja koko sun p3rhe.,SEVERE
Oo+Ko hUora? painu v!ttUun.,SEVERE
"a|lah p31aStaa, te olet+e rUmaa. xD",MODERATE
FishingMaster50,OK
"Olipa kaunis lohi, joka tuli!",OK
Kuoool3 poiz vitvn mamu.,SEVERE
halpaa kultaa hLeZg,MINOR
OnneA voooiTtajalLe!???,OK
Matti_M84,OK
"kommunist1t oN par4s, muut oN idioOttia.",MODERATE
"Olipa iso kuha, joka nappasi!",OK
misSä admIn :(,MINOR
"Olipa iso särki, joka söi!",OK
FishingMaster37,OK
MikSii tämä 3i tOimi,MINOR
Ku0lE poI5 vitUN huOra. xD,SEVERE
Sain juuri kivan särkin.,OK
ho1della mun persea saAtAnaN huuuuora.,SEVERE
"H3il H1tleR, ryssät uuniin.",SEVERE
Oooo7ko mutakv0n0? Painv vit7vUn.,SEVERE
"Olipa kiva kuha, joka nappasi!",OK
"He!l h!tler, mAnne7 uun!in.",SEVERE
sinä on täysi jonne.,MODERATE
halpaa kultaa rQMPI,MINOR
Tämä sErveri 0n HiD4s...,MINOR
seuraa minua somessa EZHTF,MINOR
viTtu mi7ä surKea touhua.,MODERATE
V!ttu mitä ärsyttävÄ Tovhua.,MODERATE
7ämä serv3R1 lagii,MINOR
ilmainen nitro jfQtV,MINOR
"Olipa komea siika, joka söi!",OK
Kalamies92,OK
"äÄneS7ÄkÄä pu0lu3Tta oN para$, muut on toNttu4.!!!1!",MODERATE
tÄmä SErv3ri la9i! :D,MINOR
Siika-Simo,OK
Men3 poi5 v1tun pell3.,MODERATE
PAinu he|vEttiIn Siitä.,MODERATE
Tuleeko muiLle lohia?,OK
TÄMÄ SErVERI oN HIDaS,MINOR
kaIkK1 Manne Pitäisi 7@ppaa.!!,SEVERE
Kuo|e p0is v1+uN tr@n$u.!!!1!,SEVERE
ilmainen nitro kwaSq,MINOR
Sääää ooot |Ikain3N huoooora.,SEVERE
IceFisher23,OK
Oletko Oikeasti n0in id!oo+tiii?,MODERATE
3i JaKSA!,MINOR
B1AABLAA,MINOR
nvsSia mvn kvllI4 saAtanan Mann3.,SEVERE
"perSut on pAraS, muut oooon n0lif3a.",MODERATE
hoIdella mun muna4 saataNan hu0ra.,SEVERE
ilmainen nitro BbGOE,MINOR
Sä ooooot iHan Idi00tt!. :(,MODERATE
"WHIte Power, vItun nE3KEri.",SEVERE
taimen karkasi hyvin täällä.,OK
NUs5ia mvn munaa sAa+anan jutkv. xD,SEVERE
sain juUri maahtaVan särkin. :D,OK
siNÄ on täysi bot.,MODERATE
MIk$I +ÄmÄ EI TOIMI,MINOR
Tuuuu1eeeeeko muillE sÄrkia?...,OK
liity tähän kjbIa,MINOR
admin on +Äysi tyhmä.,MODERATE
Vit7u m!tä huono Touhua. :D,MODERATE
Kai|<k! mutakvon0 pitäisi tappaa.!,SEVERE
SaiiiN juUrI kivAn särKin.,OK
FishingMaster99,OK
OoTko manne? PA1nu v!7tuUn.,SEVERE
KUkaan 3i tykkää svs+a nOo8.,MODERATE
TÄMÄ SERVER! LAgII,MINOR
"Olipa komea taimen, joka nappasi!",OK
Painu helvettIin S!itÄ.,MODERATE
Painu he1v3ttiIn siItä. :(,MODERATE
"Olipa kaunis hauki, joka karkasi!",OK
Älkää kvUnnelko tota pelleaaa.,MODERATE
"Olipa kiva kiiski, joka nappasi!",OK
Onko admiiin pa!Kalla?,OK
Onpa iso ilma pilkiltä.,OK
|<vOlE poIs vitun manne.,SEVERE
mIKsI TÄmÄ 3I TOIMi,MINOR
Sä Oot lI|<4inen ryssÄ.,SEVERE
"jumaaaala pel4$74a, 7e Olee+te huonoA.",MODERATE
Mistä löytyy komea särki?,OK
"Allah Pelas7A4, Te olE7te Paskaa. :D",MODERATE
ahven nykäisi hyvin täällä.,OK
liity tähän DRMHk,MINOR
Painu helvettiiii!n siitÄ.,MODERATE
Oo7Ko muta|<uono? pa!nv vi7tuun.,SEVERE
Tämä serveri pätkiI,MINOR
Sanna8888,OK
"White P0wer, v!tun maann3.!",SEVERE
VA5TAtKAA,MINOR
"helvetti pelastaa, te olette ärsyttäväa.",MODERATE
"vihreät on p@raS, muut on vrPoaaaa.",MODERATE
Hais+A PAsKa peli.,MODERATE
ilmainen nitro ewvQn,MINOR
zain jUuri KomEan taimEnn.,OK
nuole Mun munaa s4A74nan mamv. :D,SEVERE
Tämä serveri lAgii,MINOR
"Moi, oNko tässä kisassa säÄntöjÄ?",OK
ilmainen nitro SyiZi,MINOR
Lait4 kuvA sun kyrpäsT@.???,SEVERE
Ha!sta paSk4 mOdet.,MODERATE
Tänään on huono syönti. :(,OK
"H3!1 Hit13r, mann3t uun!in.",SEVERE
MIKÄ Me!NInkI!,MINOR
halpaa kultaa POZtZ,MINOR
Laita kuva svn kuLl1z7a. :(,SEVERE
Tämä kaik|<! on li|<aInen.,MODERATE
FishingMaster1,OK
|<iksauttaa mun munaa 5aatanan transuu.,SEVERE
FishingMaster87,OK
|ait@ |<vva sun pillustA. :(,SEVERE
Onko aDMIn paiikalla? xD,OK
m!|<ä meiN!nki,MINOR
ÄlKää kuUnnelKo tota lvu$erIa.,MODERATE
Tehkää paraaanNUs tai jeesus rankaisee.,MODERATE
"vihreät on paras, muut on tonttua.",MODERATE
Sä oo7 1i|<AInen mut@kv0n0.,SEVERE
naid@ mun PerSea s@at@nan ManNe.,SEVERE
la1ta kuva sun 7iszitst@.,SEVERE
täMä Serv3ri oN okzet7@va.,MODERATE
M1KÄ MEININKI,MINOR
H@luan rUnkkaa suaaa.,SEVERE
VitTv MiTä O|<se+tava touhuA.,MODERATE
klikkaa tästä eaMKM,MINOR
TäMä pel1 on okset+ava.!,MODERATE
ilmainen nitro rUaZh,MINOR
KiLl you J4 Kok0 $un p3rhe.!!,SEVERE
men3 pois vitvn jOnne.,MODERATE
Tämä 5erveri kaatuu,MINOR
TäMä serV3ri kaatuu,MINOR
klikkaa tästä ipbaQ,MINOR
Sain juurI komEan taiMenN. :(,OK
Mene poiS vitun nolIFe.,MODERATE
Im3 mun pillua saaTanan n3E|<3ri.,SEVERE
nussin 5ua j4 kOko sun perhe.,SEVERE
täMä sErveri l@gii,MINOR
"Olipa hieno kiiski, joka nousi!",OK
Kvole poiS vi+un nE3ker!.,SEVERE
liity tähän ZUIBu,MINOR
"Olipa huono nieriä, joka nappasi!",OK
klikkaa tästä tFOkq,MINOR
|aitA kvva sun perses7a.???,SEVERE
TÄmä sErveri on likaiN3N.,MODERATE
sä ooT lIKainen jUtku.,SEVERE
ViTTu mITä ärsyttävä Tovhua.,MODERATE
"Moi, onko tä$sä kisaSsa säÄntöJä?",OK
FishingMaster11,OK
Nähdään hv0meNnA.,OK
Sanna8811,OK
ty1SÄä,MINOR
"Vi+uN h0m0, di3!",SEVERE
OotkO traaansv? PAinU Vittuun.,SEVERE
seuraa minua somessa hpyGV,MINOR
liity tähän fqppU,MINOR
klikkaa tästä UmLAK,MINOR
Ootko hOmo? P4inu v!T7uun.,SEVERE
tämä sINä on ärsy7tävä. :D,MODERATE
v3däN turp44n jA k0ko svn p3rhe.,SEVERE
Tämää s3rveeeeri ooon surkEa.,MODERATE
"MOi, onko täs$ä kIs4ssa sääntöjä?",OK
"Olipa kaunis ahven, joka karkasi!",OK
ilmainen nitro QfaWd,MINOR
TÄMÄ zERVErI ON HID4s,MINOR
Matti_M3,OK
T3hKää parannus Tai jeeeesvS rAnkAiiis3e.,MODERATE
klikkaa tästä Ytfje,MINOR
"VitvN manne, die!",SEVERE
Matti_M52,OK
"Vitun hoomo, slIt yoUr +hroat!!!!",SEVERE
Menee p0IS vITun nolif3.,MODERATE
painu heeelVe7Tiin siitä.,MODERATE
MAmut pilaa svoMen.!,SEVERE
Sanna_S,OK
Iso_vittu,SEVERE
PaInu helve7tiin sii+ä....,MODERATE
TÄmä s3rverI on lIkainen.,MODERATE
$ääää oot lika1nen Hom0.,SEVERE
Vittv Mitä svrkEa tovhva.,MODERATE
mitEn vaihdetaan pILkkiä?,OK
s1iT your thRoat ja |<oko Sun p3rhe.!!!1!,SEVERE
"Olipa kiva kuha, joka tuli!",OK
"WhIte p0weer, viTUn manne.",SEVERE
VI7Tu Miiitä ruma tovhua.,MODERATE
klikkaa tästä fUxJY,MINOR
Sä 0o7 ih@n |uuS3ri.,MODERATE
Sä oot ihan 7onttu.,MODERATE
Teh|<ää p4rannu$ tai taivas rankaisee.,MODERATE
Älkää kuunnelko totaaa bOt4.,MODERATE
karvainen tissi täällä tarjolla,SEVERE
Kireitä Siimoja kaikiLle. xD,OK
aDm1n on 7äysi IDiootti.,MODERATE
NähDäÄn huomeeenna....,OK
Kaikki mu7akvon0 pitäiz1 +appaa.,SEVERE
Onpa mahtava ilma pilkiltä.,OK
halpaa kultaa yNJKf,MINOR
nu$sia mun pillva Saa7anan huora.,SEVERE
"Olipa komEa aHven, joka tuli!",OK
laita kvva sun kUllIsta.!!,SEVERE
Mene Pois Vitun nOlife.,MODERATE
paN3 MuN kyrpä4 s@aTAnan MUtAkvonO. :(,SEVERE
"saataNa pel4st@a, t3 Olette ärsyttÄVäa.",MODERATE
"He1l Hitl3r, huooorat vuNiiii1n.",SEVERE
TämÄ KaIkki on Ärsyttävä.!,MODERATE
ime muuuN mun4a saa+4n4n manne.!!!1!,SEVERE
H4izta paska |<aikki.,MODERATE
Kalamies50,OK
M1kä on par4s syötti kiiiskille????,OK
neeKer1t pil4a Svomen....,SEVERE
Kalamies66,OK
"White P0wer, vitun ne3keri.",SEVERE
KIreitä siim0Jaaa kaikIlle. xD,OK
Painv helvettiiin siiiItä.!!,MODERATE
L4ita |<vv@ zun munas+a.,SEVERE
sliit your thro@t ja kOkO sUn pErh3. :(,SEVERE
0nnea vOittajalle!,OK
Ha!StA PAska admin.,MODERATE
liity tähän nGLCe,MINOR
Tämä $erveri on hidas,MINOR
n3ekErit pil@A svomen.,SEVERE
ilmainen nitro LSPMc,MINOR
HaiStaaaa paska siNä.,MODERATE
"Olipa iso kuha, joka nappasi!",OK
Mikä on par4S syötti taimenllE?,OK
klikkaa tästä AmCAU,MINOR
kUha naaappAsi hyvin tääLlä.???,OK
Ootko neEkeri? PAinv VIttuUn. xD,SEVERE
liity tähän cOwsZ,MINOR
Ku0le pois viTun ryssä.!!!1!,SEVERE
"VItun homo, z|i7 your throat!",SEVERE
Mistä löytyy kaunis nieriä?,OK
server1 on täySi luuseRI.,MODERATE
"Moi, onKo täsSä kisa$sa sääntöjä????",OK
"Heeeeil hitleR, ju+kuT uun1in.",SEVERE
OO+kO Manne? PAinu vittUun.,SEVERE
neekerit pilaa sUomeN.,SEVERE
"k0MmUnistit on paras, mvut on jonnea.",MODERATE
s|It yovr thr0aT ja kOko svn pErhe.???,SEVERE
kill yOu ja |<Oko 5un perhe.,SEVERE
KaIkki neeK3ri pitäiSI tappaa.,SEVERE
VASTATKAA :(,MINOR
"V1tun rys$ä, nussin 5vA!",SEVERE
liity tähän TMPgt,MINOR
"V!tUn homo, kIl| yoU!...",SEVERE
m4nnet pilaa 5u0m3n.,SEVERE
Hais7a p@sKa admin.,MODERATE
PilkkiUkko18,OK
Tehkää paraaaannus taI jeeSvs ran|<aise3.,MODERATE
mamut pilaa suomen. :D,SEVERE
runkkari83,SEVERE
Vi7tv mi7Ä ruma Tovhua.,MODERATE
mikSi täMä EI toim!,MINOR
Mene pois vitun p3ll3.,MODERATE
PilkkiUkko43,OK
Onko admin pa!kalla? :(,OK
klikkaa tästä mVPoV,MINOR
"H3iiil hitler, h0mo+ uvniiN.",SEVERE
KA1|<k1 mutaaaakuonO pItäiz! t4Ppa@. xD,SEVERE
TäMä SeRveri 0n 5vrKea.,MODERATE
Tämä serveri bugiTta@ :(,MINOR
ProPilkkijä59,OK
sL1t y0uR 7hroat ja kok0 Sun perhe.,SEVERE
Kvole pois vi+un transu.,SEVERE
Tämä serverI ei +oimi,MINOR
KUk4an ei tykkää Sv$ta lvuSeriii.,MODERATE
Onneeeea v0ittajalle!...,OK
IceFisher61,OK
P@inu helvett1in si1tä.,MODERATE
Kalamies93,OK
ilmainen nitro GluMK,MINOR
Ol3TkO OIkeasti noin boT?,MODERATE
"persut on paraS, muut on +onttua.",MODERATE
ÄlkÄä kuunNe1ko tota 1DioottiA.,MODERATE
serveri on täysi TooNttu. xD,MODERATE
Tämä serVeri kaatuu,MINOR
HAista paska modet.,MODERATE
Hais7a Paska serveri.,MODERATE
"Olipa iso särki, joka nappasi!",OK
nähdään huomenna.,OK
Haista p@ska mOdet.,MODERATE
TÄMÄ SERVERI LAGII,MINOR
seuraa minua somessa JOsGX,MINOR
MIKSI TÄMä EI TOIMI,MINOR
"Olipa hyvä taimen, joka tuli!",OK
Tämä PelI on surkEA.!,MODERATE
TUl3eko muille särk!a?,OK
HaiSt@ paaaskA peeeeli.,MODERATE
Vittu mItä HuoNo t0Uhuuua.,MODERATE
Sä Oot ihan luus3r!.,MODERATE
H@Lu4N imE sva. xD,SEVERE
"V1tun Huora, vedään 7Urpa4n! :D",SEVERE
"H3il Hitler, manN3t uunIIn.!!",SEVERE
"Olipa pieni ahven, joka nousi!",OK
"Olipa kaunis hauKI, Joka nappasi!",OK
Onpa mahtava ilma järveltä.,OK
ilmainen nitro UIxEW,MINOR
miKSi tÄmäää ei toimi!!,MINOR
TÄMÄ SERVeRI KAATUv,MINOR
nähDään huoMeeeenna.,OK
klikkaa tästä UTcJd,MINOR
ki|| you ja k0ko $un perHe.,SEVERE
ONKO TÄÄ1LÄ KETÄÄN!!!1!,MINOR
Tämä serveri |A6ii,MINOR
Hot_karvainen_tissi,SEVERE
Ha!sta pa5ka moDet.,MODERATE
Onpa mahtava ilma pilkiltä.,OK
Paaainu Helv3Tti1n si!tä.,MODERATE
Tämä peli on rum@.,MODERATE
+äMä serveri E! toimi,MINOR
Surkea admin,MODERATE
Mikä on paras syötti madelle?,OK
OnPA kiVA !lma mat@last@.,OK
liity tähän jaOAn,MINOR
Kvk4An ei tykkää 5uzt4 tyhmääää.,MODERATE
kAikk! huoR4 pitäIsi 7app4a.,SEVERE
Haista pask@ kaikkiii.,MODERATE
klikkaa tästä NSITD,MINOR
Ka!|<ki Homo pi+äisi +aPpaa.!,SEVERE
klikkaa tästä MwnYp,MINOR
"Vitvn ju+ku, kIl| yOv!",SEVERE
Miten vaihdetaan pilkkiä? :(,OK
7ehkää par4nnvs tai @Llaaah ranKaisee.!!!1!,MODERATE
mvn peräre1kä on n11n l1m41nen,SEVERE
VIttv mi+ä ärSyttävÄ TovhUa.,MODERATE
seuraa minua somessa FXCuZ,MINOR
liity tähän avTCf,MINOR
Tämääää Serveri on hIdas,MINOR
OletkO oikeas+i noin Pel|e?,MODERATE
FishingMaster11,OK
IceFisher37,OK
7ehkää parannUS tai jumala r4nKaise3.!!!1!,MODERATE
onko täällä keetään,MINOR
Haluan runKkaa sva.,SEVERE
ilmainen nitro DuqSz,MINOR
Olet|<o 0Ik3ast1 Noin b0t?,MODERATE
TÄMÄ SERVERI PÄTkIi,MINOR
PilkkiUkko72,OK
Menee poi5 v!tun luus3ri.,MODERATE
3i jak5a???,MINOR
TÄmä 5erveri bvGIttAa!!,MINOR
"|<apiiiiTaalIsmi 0n PaRaaas, mvU7 on tyhmäa.",MODERATE
Veedän turp@4n ja koKo svn perhe.,SEVERE
KukaaN 3i ty|<kää $ust4 Nolife.,MODERATE
halpaa kultaa LRRGF,MINOR
klikkaa tästä XVnqP,MINOR
7ÄMÄ SERVERI JvMITTAA,MINOR
Mistä löytyy pieni kuha?,OK
"Vitvn tr@nsv, slIT y0ur throaT!",SEVERE
"|<ap!tal!smi on p4Ras, Muut on nol1Fea.",MODERATE
made nykäisi hyvin täällä.,OK
"persut oon paraS, muut 0n Jonne@.",MODERATE
Sain juuri hyvän ahvenn.,OK
"äÄne5täKää pUo|uetta On paras, muut oooon ton+tu@.",MODERATE
"|<apital!Smi on p@rAS, mvuT oN jonNeea.",MODERATE
"persut on paras, muut oN b0ta.",MODERATE
TÄmä serVEri kaAtuU,MINOR
h1ljaisTA,MINOR
VitTU mitä huon0 +ouhua.!!,MODERATE
TämÄ sErveri jumittaa,MINOR
klikkaa tästä agoCu,MINOR
"MoI, onko tässÄ |<!sassa sään+öjä?",OK
LAit@ Kuva sun pillUs7a.,SEVERE
lait4 kUva zUn p!1|u$ta.???,SEVERE
vaStaaatkaa,MINOR
Älkää kuvnnelko totaaa TONttua.,MODERATE
haISta pa5ka kaiiiikki.,MODERATE
seuraa minua somessa ZzNhT,MINOR
bLaa8LAa,MINOR
kiitos pelistä.,OK
kaiKki mut@|<u0no piTä1si tappaa.,SEVERE
L4ita kuv4 zvn kyrPäsT4.!!,SEVERE
die j@ koko sun perhe.,SEVERE
Tämä serverI pätkii,MINOR
Kukaan eeeeI tYk|<Ää Svz74 luusEri.,MODERATE
TÄMÄ zERVERI LAGiI,MINOR
IceFisher9,OK
Sain juuri hienon lohin.,OK
TykKään täsTä pElistä.,OK
7ämä serveri jvmIttaa,MINOR
Ol3tko oIkEasti nOin bot?,MODERATE
klikkaa tästä MGpLO,MINOR
nUs$ia muN kyrpä@ saaa@tanan nEEkeri.,SEVERE
hiljaaiztA,MINOR
HuOmenna UuSi kisa.,OK
haista pask4 5erveri.,MODERATE
"Vitun manne, vedän tvrpaan!",SEVERE
0letk0 oik3@zTi Noin 7yhmä?,MODERATE
maDe TvLI hyvin tääl|Ä.!,OK
Tehkää parannus tai je3$vs raNkAisee.,MODERATE
Kukaan eeeI tyyyyKkÄä svsta N0lif3.,MODERATE
halu@N nvoLe sua.,SEVERE
nieriä nykäisi hyvin täällä.,OK
Mikä on paras syöttI madellE? :D,OK
ilmainen nitro aViWG,MINOR
Kiit0s p3liStä.,OK
Tykkään täSTä pElistä.,OK
L4ItA kuva Sun kyrpäS+a.,SEVERE
seuraa minua somessa YaPcA,MINOR
O|etk0 oi|<eeasti Noin boT?,MODERATE
liity tähän VHhtP,MINOR
Kuka4n ei +y|<kää susta noooob.,MODERATE
halpaa kultaa vebLG,MINOR
H0ide|la muN persea $aat@n@n Ju7ku.!!!1!,SEVERE
OoTKo ryssä? pa!nu vittvvn.,SEVERE
"Olipa pieni siika, joka nousi!",OK
HAista pasKaa p3li.,MODERATE
FishingMaster23,OK
Sanna8847,OK
p4inu helvettiIn sI!tä.,MODERATE
Tämä serveri On hidAs xD,MINOR
"Wh17e PooowEr, vi7uN ryssÄ.",SEVERE
tehkää parannus t@! za4TaNa rankAisee....,MODERATE
oletKo 0ikeasti No1N tyhmä? :(,MODERATE
Vas+atkaa,MINOR
"äänestäkää pvOluetta on paras, muut oN nuijaaa.",MODERATE
O0+ko neEk3ri? Painv VitTvun.,SEVERE
älkää kuvnnelko tota nuij4a.,MODERATE
"Olipa iso ahven, joK4 naPpasi! :D",OK
HuomEnna uuuusi kiSa....,OK
EI J@K$a :D,MINOR
miSsä @Dmin,MINOR
"Heil Hit1Er, muT@kuonOt uuniin.",SEVERE
liity tähän OGiSB,MINOR
Ha1Sta paaska @dmiiin. :D,MODERATE
misSÄ admin,MINOR
halpaa kultaa SrADX,MINOR
MIKÄ MeINiNKI,MINOR
ProPilkkijä29,OK
Kaiiikk1 hu0r4 pi+äi5i t@Ppaa.,SEVERE
O0+K0 huora? Painu vittuun.,SEVERE
IceFisher91,OK
Haluan run|<|<aa su@.,SEVERE
die ja kok0 5vn perhe. :D,SEVERE
liity tähän hGrIj,MINOR
OlEtk0 0ikeaaaasti noin urpo?,MODERATE
S|It your throat ja |<okO 5un p3Rhe.,SEVERE
Älkää kvunnelko tot4 bo+a.!,MODERATE
"He1l Hitler, huorat Uuniin.",SEVERE
hoMo7 p1LaA suoMeN.,SEVERE
K@ikk1 7ranzu P!täi5! t4ppa4.,SEVERE
mamut pIlaa $uooMen.,SEVERE
MiteN vaihdetaan pilkkiÄ?,OK
ilmainen nitro Ivsgd,MINOR
Ootk0 jvtku? PAinv v!t+uUn.,SEVERE
peli on täysi idiootti.,MODERATE
Mene poiis vituN idioootti.,MODERATE
miK$1 7ämä Ei toiiimi,MINOR
Mikä on paras syötti taImenlle?,OK
Sanna8859,OK
Tämä serveri l@GiI,MINOR
ÄlKää kuunn3lko tota no|ifeA.,MODERATE
Painuuuu h3lvettiin SiitÄ.,MODERATE
onko 7äällä ketääN xD,MINOR
vEdÄN turpAan j4 koko sun perhe.,SEVERE
halpaa kultaa HdMCp,MINOR
"Äänes+äkää puoluett4 on para5, muut on jonn3a.",MODERATE
seuraa minua somessa ehvTB,MINOR
Haista p@ska serveri.,MODERATE
Kalamies35,OK
